risk_rank,txn_id,invoice,invoice_date,customer_id,country,stock_code,description,quantity,price,amount,composite_risk,risk_band,rule_flag_names,if_pct,suggested_procedure
2120,TXN-00387605,527261,2010-10-15 12:44:00,13767,United Kingdom,22866,HAND WARMER SCOTTY DOG DESIGN,96.0,1.850000023841858,177.6,0.73695,HIGH,SPLIT_AMOUNT,0.9539,Obtain the approval matrix; confirm the authorisation limit and whether the item was split to avoid it.
2121,TXN-00839463,567378,2011-09-20 10:01:00,14911,Eire,23346,SPACEBOY BEAKER,12.0,1.25,15.0,0.7369,HIGH,ROUND_NUMBER,0.9538,Inspect for evidence of manual entry; agree to third-party documentation.
2122,TXN-00914040,573168,2011-10-28 09:39:00,13798,United Kingdom,20685,DOORMAT RED RETROSPOT,10.0,7.079999923706055,70.8,0.73689,HIGH,SPLIT_AMOUNT,0.95378,Obtain the approval matrix; confirm the authorisation limit and whether the item was split to avoid it.
2123,TXN-00200264,509029,2010-05-19 18:28:00,12837,United Kingdom,22469,HEART OF WICKER SMALL,1.0,99.52,99.52,0.73685,HIGH,SPLIT_AMOUNT,0.9537,Obtain the approval matrix; confirm the authorisation limit and whether the item was split to avoid it.
2124,TXN-00144469,500924,2010-03-31 14:03:00,13659,United Kingdom,21955,DOOR MAT UNION JACK GUNS AND ROSES,2.0,90.61000061035156,181.22,0.73678,HIGH,SPLIT_AMOUNT,0.95356,Obtain the approval matrix; confirm the authorisation limit and whether the item was split to avoid it.
2125,TXN-00742514,559032,2011-07-05 14:53:00,17511,United Kingdom,21955,DOORMAT UNION JACK GUNS AND ROSES,10.0,6.75,67.5,0.73674,HIGH,SPLIT_AMOUNT,0.95348,Obtain the approval matrix; confirm the authorisation limit and whether the item was split to avoid it.
2126,TXN-00010588,490277,2009-12-04 12:37:00,18092,United Kingdom,21871,SAVE THE PLANET MUG,72.0,1.059999942779541,76.32,0.7366,HIGH,SPLIT_AMOUNT,0.9532,Obtain the approval matrix; confirm the authorisation limit and whether the item was split to avoid it.
2127,TXN-00978118,577850,2011-11-22 11:04:00,14911,Eire,84946,ANTIQUE SILVER T-LIGHT GLASS,12.0,1.25,15.0,0.73658,HIGH,ROUND_NUMBER,0.95316,Inspect for evidence of manual entry; agree to third-party documentation.
2128,TXN-00014454,490604,2009-12-07 11:19:00,14828,United Kingdom,20914,SET/5 RED SPOTTY LID GLASS BOWLS,32.0,2.549999952316284,81.6,0.73655,HIGH,SPLIT_AMOUNT,0.9531,Obtain the approval matrix; confirm the authorisation limit and whether the item was split to avoid it.
2129,TXN-00917101,573372,2011-10-30 13:36:00,12971,United Kingdom,22421,LIPSTICK PEN FUSCHIA,100.0,0.36000001430511475,36.0,0.73651,HIGH,ROUND_NUMBER,0.95302,Inspect for evidence of manual entry; agree to third-party documentation.
2130,TXN-00332967,522422,2010-09-14 12:51:00,13324,United Kingdom,21977,PACK OF 60 PINK PAISLEY CAKE CASES,120.0,0.41999998688697815,50.4,0.73649,HIGH,SPLIT_AMOUNT,0.95298,Obtain the approval matrix; confirm the authorisation limit and whether the item was split to avoid it.
2131,TXN-00072366,496054,2010-01-28 14:39:00,15544,United Kingdom,20671,BLUE TEATIME PRINT BOWL,8.0,1.25,10.0,0.736448,HIGH,"ROUND_NUMBER, ROUND_DOLLARS",0.8329,Inspect for evidence of manual entry; agree to third-party documentation.
2132,TXN-00290762,518206,2010-08-05 11:55:00,13802,United Kingdom,22423,REGENCY CAKESTAND 3 TIER,16.0,10.949999809265137,175.2,0.7364,HIGH,SPLIT_AMOUNT,0.9528,Obtain the approval matrix; confirm the authorisation limit and whether the item was split to avoid it.
2133,TXN-00571516,542789,2011-02-01 10:38:00,17511,United Kingdom,21430,SET/3 RED GINGHAM ROSE STORAGE BOX,24.0,3.390000104904175,81.36,0.73637,HIGH,SPLIT_AMOUNT,0.95274,Obtain the approval matrix; confirm the authorisation limit and whether the item was split to avoid it.
2134,TXN-00206681,509743,2010-05-25 13:21:00,17841,United Kingdom,20712,JUMBO BAG WOODLAND ANIMALS,2.0,1.9500000476837158,3.9,0.73627,HIGH,DUPLICATE_INVOICE,0.95254,Agree to supporting sales order and despatch note; confirm not a duplicate of a prior invoice.
2135,TXN-00941714,575298,2011-11-09 12:29:00,17841,United Kingdom,23266,SET OF 3 WOODEN STOCKING DECORATION,2.0,1.25,2.5,0.73625,HIGH,DUPLICATE_INVOICE,0.9525,Agree to supporting sales order and despatch note; confirm not a duplicate of a prior invoice.
2136,TXN-00225588,511554,2010-06-09 09:42:00,14616,United Kingdom,21878,PACK OF 6 SANDCASTLE FLAGS ASSORTED,50.0,0.8500000238418579,42.5,0.73619,HIGH,SPLIT_AMOUNT,0.95238,Obtain the approval matrix; confirm the authorisation limit and whether the item was split to avoid it.
2137,TXN-00048324,493981,2010-01-10 12:06:00,14160,United Kingdom,21054,NURSE'S BAG SOFT TOY,6.0,8.949999809265137,53.7,0.73615,HIGH,SPLIT_AMOUNT,0.9523,Obtain the approval matrix; confirm the authorisation limit and whether the item was split to avoid it.
2138,TXN-00646891,549837,2011-04-12 13:38:00,16705,United Kingdom,85123A,WHITE HANGING HEART T-LIGHT HOLDER,64.0,2.549999952316284,163.2,0.73612,HIGH,SPLIT_AMOUNT,0.95224,Obtain the approval matrix; confirm the authorisation limit and whether the item was split to avoid it.
2139,TXN-00497750,536599,2010-12-02 07:49:00,15694,United Kingdom,21056,DOCTOR'S BAG SOFT TOY,8.0,8.949999809265137,71.6,0.73611,HIGH,SPLIT_AMOUNT,0.95222,Obtain the approval matrix; confirm the authorisation limit and whether the item was split to avoid it.
2140,TXN-00356899,524526,2010-09-29 13:17:00,14667,United Kingdom,20668,DISCO BALL CHRISTMAS DECORATION,264.0,0.11999999731779099,31.68,0.7361,HIGH,HIGH_QUANTITY,0.9522,Agree quantity to despatch note and inventory records.
2141,TXN-00923024,573892,2011-11-01 13:57:00,14911,Eire,84029E,RED WOOLLY HOTTIE WHITE HEART.,4.0,4.25,17.0,0.736055,HIGH,ROUND_NUMBER,0.95211,Inspect for evidence of manual entry; agree to third-party documentation.
2142,TXN-00190727,507845,2010-05-11 14:00:00,15497,United Kingdom,22423,REGENCY CAKESTAND 3 TIER,16.0,10.949999809265137,175.2,0.73571,HIGH,SPLIT_AMOUNT,0.95142,Obtain the approval matrix; confirm the authorisation limit and whether the item was split to avoid it.
2143,TXN-00719659,556845,2011-06-15 11:30:00,17511,United Kingdom,23244,ROUND STORAGE TIN VINTAGE LEAF,48.0,1.649999976158142,79.2,0.73566,HIGH,SPLIT_AMOUNT,0.95132,Obtain the approval matrix; confirm the authorisation limit and whether the item was split to avoid it.
2144,TXN-00344096,523369,2010-09-21 18:30:00,14113,United Kingdom,22111,SCOTTIE DOG HOT WATER BOTTLE,24.0,4.25,102.0,0.73565,HIGH,ROUND_NUMBER,0.9513,Inspect for evidence of manual entry; agree to third-party documentation.
2145,TXN-00394899,527889,2010-10-19 12:14:00,14911,Eire,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,12.0,1.25,15.0,0.73564,HIGH,ROUND_NUMBER,0.95128,Inspect for evidence of manual entry; agree to third-party documentation.
2146,TXN-00909406,572707,2011-10-25 19:38:00,16110,United Kingdom,23319,BOX OF 6 MINI 50'S CRACKERS,1.0,99.85,99.85,0.73563,HIGH,SPLIT_AMOUNT,0.95126,Obtain the approval matrix; confirm the authorisation limit and whether the item was split to avoid it.
2147,TXN-00836588,567157,2011-09-16 17:33:00,12748,United Kingdom,22697,GREEN REGENCY TEACUP AND SAUCER,24.0,2.549999952316284,61.2,0.735585,HIGH,SPLIT_AMOUNT,0.95117,Obtain the approval matrix; confirm the authorisation limit and whether the item was split to avoid it.
2148,TXN-00836589,567157,2011-09-16 17:33:00,12748,United Kingdom,22698,PINK REGENCY TEACUP AND SAUCER,24.0,2.549999952316284,61.2,0.735585,HIGH,SPLIT_AMOUNT,0.95117,Obtain the approval matrix; confirm the authorisation limit and whether the item was split to avoid it.
2149,TXN-00350470,523996,2010-09-26 15:24:00,14292,United Kingdom,22938,CUPCAKE LACE PAPER SET 6,48.0,1.649999976158142,79.2,0.73552,HIGH,SPLIT_AMOUNT,0.95104,Obtain the approval matrix; confirm the authorisation limit and whether the item was split to avoid it.
2150,TXN-00700187,551960,2011-05-30 12:16:00,13883,United Kingdom,20677,PINK POLKADOT BOWL,8.0,1.25,10.0,0.735488,HIGH,"ROUND_NUMBER, ROUND_DOLLARS",0.83098,Inspect for evidence of manual entry; agree to third-party documentation.
2151,TXN-00519306,538353,2010-12-10 15:31:00,13798,United Kingdom,21165,BEWARE OF THE CAT METAL SIGN,48.0,1.4500000476837158,69.6,0.73546,HIGH,SPLIT_AMOUNT,0.95092,Obtain the approval matrix; confirm the authorisation limit and whether the item was split to avoid it.
2152,TXN-00646384,549746,2011-04-12 10:38:00,15251,United Kingdom,23010,CIRCUS PARADE BABY GIFT SET,6.0,14.949999809265137,89.7,0.73538,HIGH,SPLIT_AMOUNT,0.95076,Obtain the approval matrix; confirm the authorisation limit and whether the item was split to avoid it.
2153,TXN-00261395,515110,2010-07-08 12:27:00,13408,United Kingdom,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,144.0,0.550000011920929,79.2,0.7353,HIGH,SPLIT_AMOUNT,0.9506,Obtain the approval matrix; confirm the authorisation limit and whether the item was split to avoid it.
2154,TXN-00596246,545041,2011-02-27 10:30:00,14952,United Kingdom,21754,HOME BUILDING BLOCK WORD,18.0,5.449999809265137,98.1,0.73527,HIGH,SPLIT_AMOUNT,0.95054,Obtain the approval matrix; confirm the authorisation limit and whether the item was split to avoid it.
2155,TXN-00322023,521361,2010-09-03 17:23:00,17858,United Kingdom,84966C,GREEN KASHMIRI BOXED MIRROR,19.0,12.0,228.0,0.73525,HIGH,ROUND_NUMBER,0.9505,Inspect for evidence of manual entry; agree to third-party documentation.
2156,TXN-00302382,519405,2010-08-17 09:11:00,13798,United Kingdom,48185,DOORMAT FAIRY CAKE,10.0,6.349999904632568,63.5,0.73523,HIGH,SPLIT_AMOUNT,0.95046,Obtain the approval matrix; confirm the authorisation limit and whether the item was split to avoid it.
2157,TXN-00689320,553860,2011-05-19 13:57:00,17841,United Kingdom,84507C,BLUE CIRCLES DESIGN MONKEY DOLL,1.0,2.549999952316284,2.55,0.73513,HIGH,DUPLICATE_INVOICE,0.95026,Agree to supporting sales order and despatch note; confirm not a duplicate of a prior invoice.
2158,TXN-00811362,564872,2011-08-31 10:47:00,16083,United Kingdom,22812,PACK 3 BOXES CHRISTMAS PANNETONE,96.0,1.649999976158142,158.4,0.73509,HIGH,SPLIT_AMOUNT,0.95018,Obtain the approval matrix; confirm the authorisation limit and whether the item was split to avoid it.
2159,TXN-00090614,498093,2010-02-16 12:42:00,15372,United Kingdom,22193,RED DINER WALL CLOCK,12.0,7.650000095367432,91.8,0.73507,HIGH,SPLIT_AMOUNT,0.95014,Obtain the approval matrix; confirm the authorisation limit and whether the item was split to avoid it.
2160,TXN-00726618,557628,2011-06-21 05:04:00,14175,United Kingdom,22969,HOMEMADE JAM SCENTED CANDLES,5.0,49.46,247.3,0.73506,HIGH,SPLIT_AMOUNT,0.95012,Obtain the approval matrix; confirm the authorisation limit and whether the item was split to avoid it.
2161,TXN-01023020,581135,2011-12-07 13:14:00,18092,United Kingdom,23173,REGENCY TEAPOT ROSES,12.0,8.149999618530273,97.8,0.73503,HIGH,SPLIT_AMOUNT,0.95006,Obtain the approval matrix; confirm the authorisation limit and whether the item was split to avoid it.
2162,TXN-00212234,510363,2010-05-28 16:31:00,14031,United Kingdom,22606,WOODEN SKITTLES GARDEN SET,8.0,12.75,102.0,0.73502,HIGH,ROUND_NUMBER,0.95004,Inspect for evidence of manual entry; agree to third-party documentation.
2163,TXN-00842029,567656,2011-09-21 14:40:00,14096,United Kingdom,22423,REGENCY CAKESTAND 3 TIER,2.0,24.959999084472656,49.92,0.734959,HIGH,SPLIT_AMOUNT,0.94992,Obtain the approval matrix; confirm the authorisation limit and whether the item was split to avoid it.
2164,TXN-00855354,568654,2011-09-28 12:20:00,14911,Eire,21872,GLAMOROUS  MUG,12.0,1.25,15.0,0.734909,HIGH,ROUND_NUMBER,0.94982,Inspect for evidence of manual entry; agree to third-party documentation.
2165,TXN-00555595,541479,2011-01-18 11:54:00,16422,United Kingdom,22090,PAPER BUNTING RETROSPOT,40.0,2.549999952316284,102.0,0.734899,HIGH,ROUND_NUMBER,0.9498,Inspect for evidence of manual entry; agree to third-party documentation.
2166,TXN-00097834,498736,2010-02-22 16:04:00,12748,United Kingdom,79323P,PINK CHERRY LIGHTS,6.0,6.75,40.5,0.734879,HIGH,SPLIT_AMOUNT,0.94976,Obtain the approval matrix; confirm the authorisation limit and whether the item was split to avoid it.
2167,TXN-00146281,503547,2010-04-01 14:52:00,14049,United Kingdom,21760,FRENCH STYLE WALL DRESSER,1.0,125.0,125.0,0.734869,HIGH,ROUND_NUMBER,0.94974,Inspect for evidence of manual entry; agree to third-party documentation.
2168,TXN-00715315,556466,2011-06-12 11:07:00,15465,United Kingdom,22423,REGENCY CAKESTAND 3 TIER,5.0,12.75,63.75,0.734809,HIGH,SPLIT_AMOUNT,0.94962,Obtain the approval matrix; confirm the authorisation limit and whether the item was split to avoid it.
2169,TXN-00292087,518332,2010-08-06 12:35:00,15980,United Kingdom,84970S,HANGING HEART ZINC T-LIGHT HOLDER,144.0,0.6399999856948853,92.16,0.734689,HIGH,SPLIT_AMOUNT,0.94938,Obtain the approval matrix; confirm the authorisation limit and whether the item was split to avoid it.
2170,TXN-00410587,529315,2010-10-27 13:29:00,14911,Eire,22073,RED RETROSPOT STORAGE JAR,4.0,3.75,15.0,0.734529,HIGH,ROUND_NUMBER,0.94906,Inspect for evidence of manual entry; agree to third-party documentation.
2171,TXN-00037610,492527,2009-12-17 14:29:00,12748,United Kingdom,35838B,S/6 SILVER ORNAMENETAL CANDLE,27.0,5.74,154.98,0.734429,HIGH,SPLIT_AMOUNT,0.94886,Obtain the approval matrix; confirm the authorisation limit and whether the item was split to avoid it.
2172,TXN-00330747,522135,2010-09-13 10:05:00,16860,United Kingdom,85123A,WHITE HANGING HEART T-LIGHT HOLDER,64.0,2.549999952316284,163.2,0.734419,HIGH,SPLIT_AMOUNT,0.94884,Obtain the approval matrix; confirm the authorisation limit and whether the item was split to avoid it.
2173,TXN-00209626,510067,2010-05-27 11:05:00,13802,United Kingdom,21212,PACK OF 72 RETRO SPOT CAKE CASES,120.0,0.41999998688697815,50.4,0.734379,HIGH,SPLIT_AMOUNT,0.94876,Obtain the approval matrix; confirm the authorisation limit and whether the item was split to avoid it.
2174,TXN-00576571,543276,2011-02-06 13:57:00,16525,United Kingdom,22721,SET OF 3 CAKE TINS SKETCHBOOK,24.0,4.25,102.0,0.734349,HIGH,ROUND_NUMBER,0.9487,Inspect for evidence of manual entry; agree to third-party documentation.
2175,TXN-00560177,541789,2011-01-21 13:07:00,14088,United Kingdom,22776,SWEETHEART CAKESTAND 3 TIER,11.0,8.5,93.5,0.734249,HIGH,SPLIT_AMOUNT,0.9485,Obtain the approval matrix; confirm the authorisation limit and whether the item was split to avoid it.
2176,TXN-00384825,527042,2010-10-14 12:31:00,14911,Eire,22585,PACK OF 6 BIRDY GIFT TAGS,12.0,1.25,15.0,0.734169,HIGH,ROUND_NUMBER,0.94834,Inspect for evidence of manual entry; agree to third-party documentation.
2177,TXN-00418004,529847,2010-10-31 16:53:00,16065,United Kingdom,21819,GLITTER CHRISTMAS STAR,2.0,47.49,94.98,0.734089,HIGH,SPLIT_AMOUNT,0.94818,Obtain the approval matrix; confirm the authorisation limit and whether the item was split to avoid it.
2178,TXN-01016809,580727,2011-12-05 17:17:00,14096,United Kingdom,22739,RIBBON REEL CHRISTMAS SOCK BAUBLE,17.0,3.2899999618530273,55.93,0.734019,HIGH,SPLIT_AMOUNT,0.94804,Obtain the approval matrix; confirm the authorisation limit and whether the item was split to avoid it.
2179,TXN-00011217,490301,2009-12-04 14:24:00,15311,United Kingdom,37449,CERAMIC CAKE STAND + HANGING CAKES,16.0,8.5,136.0,0.733899,HIGH,ROUND_NUMBER,0.9478,Inspect for evidence of manual entry; agree to third-party documentation.
2180,TXN-00397726,528142,2010-10-20 13:32:00,16019,United Kingdom,72760B,VINTAGE CREAM 3 BASKET CAKE STAND,2.0,46.91,93.82,0.733869,HIGH,SPLIT_AMOUNT,0.94774,Obtain the approval matrix; confirm the authorisation limit and whether the item was split to avoid it.
2181,TXN-00424614,530648,2010-11-04 08:41:00,14062,United Kingdom,21485,RETROSPOT HEART HOT WATER BOTTLE,24.0,4.25,102.0,0.733829,HIGH,ROUND_NUMBER,0.94766,Inspect for evidence of manual entry; agree to third-party documentation.
2182,TXN-00968626,577132,2011-11-18 08:21:00,13599,United Kingdom,84078A,SET/4 WHITE RETRO STORAGE CUBES,2.0,39.95000076293945,79.9,0.733749,HIGH,SPLIT_AMOUNT,0.9475,Obtain the approval matrix; confirm the authorisation limit and whether the item was split to avoid it.
2183,TXN-00639200,548979,2011-04-05 12:12:00,15727,United Kingdom,84789,ENCHANTED BIRD PLANT CAGE,12.0,22.34,268.08,0.733709,HIGH,SPLIT_AMOUNT,0.94742,Obtain the approval matrix; confirm the authorisation limit and whether the item was split to avoid it.
2184,TXN-00667044,551809,2011-05-04 11:32:00,17511,United Kingdom,20685,DOORMAT RED RETROSPOT,10.0,6.75,67.5,0.733669,HIGH,SPLIT_AMOUNT,0.94734,Obtain the approval matrix; confirm the authorisation limit and whether the item was split to avoid it.
2185,TXN-00997521,579196,2011-11-28 15:54:00,14096,United Kingdom,71477,COLOURED GLASS STAR T-LIGHT HOLDER,11.0,6.630000114440918,72.93,0.733649,HIGH,SPLIT_AMOUNT,0.9473,Obtain the approval matrix; confirm the authorisation limit and whether the item was split to avoid it.
2186,TXN-00477017,534763,2010-11-24 10:21:00,17511,United Kingdom,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32.0,2.549999952316284,81.6,0.733619,HIGH,SPLIT_AMOUNT,0.94724,Obtain the approval matrix; confirm the authorisation limit and whether the item was split to avoid it.
2187,TXN-00435688,531558,2010-11-09 10:07:00,14258,United Kingdom,48138,DOORMAT UNION FLAG,10.0,6.75,67.5,0.733499,HIGH,SPLIT_AMOUNT,0.947,Obtain the approval matrix; confirm the authorisation limit and whether the item was split to avoid it.
2188,TXN-00262339,502227,2010-07-09 05:38:00,14031,United Kingdom,22606,WOODEN SKITTLES GARDEN SET,8.0,12.75,102.0,0.733419,HIGH,ROUND_NUMBER,0.94684,Inspect for evidence of manual entry; agree to third-party documentation.
2189,TXN-00976284,577754,2011-11-21 14:47:00,18139,United Kingdom,22938,CUPCAKE LACE PAPER SET 6,48.0,1.649999976158142,79.2,0.733409,HIGH,SPLIT_AMOUNT,0.94682,Obtain the approval matrix; confirm the authorisation limit and whether the item was split to avoid it.
2190,TXN-00841468,567616,2011-09-21 12:23:00,14911,Eire,23193,BUFFALO BILL TREASURE BOOK BOX,8.0,2.25,18.0,0.733329,HIGH,ROUND_NUMBER,0.94666,Inspect for evidence of manual entry; agree to third-party documentation.
2191,TXN-01002484,574673,2011-11-30 10:47:00,13532,United Kingdom,22750,FELTCRAFT PRINCESS LOLA DOLL,1.0,55.7400016784668,55.74,0.733259,HIGH,SPLIT_AMOUNT,0.94652,Obtain the approval matrix; confirm the authorisation limit and whether the item was split to avoid it.
2192,TXN-00649532,550159,2011-04-14 15:46:00,14062,United Kingdom,48138,DOORMAT UNION FLAG,20.0,6.75,135.0,0.733219,HIGH,ROUND_NUMBER,0.94644,Inspect for evidence of manual entry; agree to third-party documentation.
2193,TXN-00229587,512048,2010-06-11 17:33:00,14031,United Kingdom,22423,REGENCY CAKESTAND 3 TIER,6.0,12.75,76.5,0.733199,HIGH,SPLIT_AMOUNT,0.9464,Obtain the approval matrix; confirm the authorisation limit and whether the item was split to avoid it.
2194,TXN-00693652,554271,2011-05-23 13:06:00,16422,United Kingdom,47566B,TEA TIME PARTY BUNTING,15.0,4.949999809265137,74.25,0.733139,HIGH,SPLIT_AMOUNT,0.94628,Obtain the approval matrix; confirm the authorisation limit and whether the item was split to avoid it.
2195,TXN-00610691,546385,2011-03-11 13:13:00,16652,United Kingdom,22423,REGENCY CAKESTAND 3 TIER,16.0,10.949999809265137,175.2,0.733129,HIGH,SPLIT_AMOUNT,0.94626,Obtain the approval matrix; confirm the authorisation limit and whether the item was split to avoid it.
2196,TXN-00512588,537808,2010-12-08 13:23:00,15311,United Kingdom,21098,CHRISTMAS TOILET ROLL,72.0,1.059999942779541,76.32,0.733049,HIGH,SPLIT_AMOUNT,0.9461,Obtain the approval matrix; confirm the authorisation limit and whether the item was split to avoid it.
2197,TXN-00546515,540800,2011-01-11 12:20:00,13798,United Kingdom,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32.0,2.549999952316284,81.6,0.732999,HIGH,SPLIT_AMOUNT,0.946,Obtain the approval matrix; confirm the authorisation limit and whether the item was split to avoid it.
2198,TXN-00961634,576868,2011-11-16 11:15:00,12748,United Kingdom,23154,SET OF 4 JAM JAR MAGNETS,5.0,10.5,52.5,0.732979,HIGH,SPLIT_AMOUNT,0.94596,Obtain the approval matrix; confirm the authorisation limit and whether the item was split to avoid it.
2199,TXN-00301200,519258,2010-08-15 15:45:00,16701,United Kingdom,21877,HOME SWEET HOME MUG,72.0,1.059999942779541,76.32,0.732899,HIGH,SPLIT_AMOUNT,0.9458,Obtain the approval matrix; confirm the authorisation limit and whether the item was split to avoid it.
2200,TXN-00508767,537509,2010-12-07 11:41:00,13756,United Kingdom,22834,HAND WARMER BABUSHKA DESIGN,96.0,1.850000023841858,177.6,0.732879,HIGH,SPLIT_AMOUNT,0.94576,Obtain the approval matrix; confirm the authorisation limit and whether the item was split to avoid it.
2201,TXN-00652681,550377,2011-04-18 11:45:00,13082,United Kingdom,22777,GLASS CLOCHE LARGE,4.0,8.5,34.0,0.732829,HIGH,ROUND_NUMBER,0.94566,Inspect for evidence of manual entry; agree to third-party documentation.
2202,TXN-00928800,574328,2011-11-04 09:05:00,13081,United Kingdom,22423,REGENCY CAKESTAND 3 TIER,16.0,10.949999809265137,175.2,0.732759,HIGH,SPLIT_AMOUNT,0.94552,Obtain the approval matrix; confirm the authorisation limit and whether the item was split to avoid it.
2203,TXN-00173964,506172,2010-04-28 10:16:00,16742,United Kingdom,84970S,HANGING HEART ZINC T-LIGHT HOLDER,144.0,0.6399999856948853,92.16,0.732719,HIGH,SPLIT_AMOUNT,0.94544,Obtain the approval matrix; confirm the authorisation limit and whether the item was split to avoid it.
2204,TXN-00451105,532823,2010-11-15 09:02:00,16126,United Kingdom,22750,FELTCRAFT PRINCESS LOLA DOLL,48.0,3.390000104904175,162.72,0.732639,HIGH,SPLIT_AMOUNT,0.94528,Obtain the approval matrix; confirm the authorisation limit and whether the item was split to avoid it.
2205,TXN-00061285,494914,2010-01-19 17:04:00,16705,United Kingdom,21791,VINTAGE HEADS AND TAILS CARD GAME,72.0,1.059999942779541,76.32,0.732539,HIGH,SPLIT_AMOUNT,0.94508,Obtain the approval matrix; confirm the authorisation limit and whether the item was split to avoid it.
2206,TXN-00749194,559516,2011-07-08 16:08:00,14708,United Kingdom,21137,BLACK RECORD COVER FRAME,48.0,3.390000104904175,162.72,0.732529,HIGH,SPLIT_AMOUNT,0.94506,Obtain the approval matrix; confirm the authorisation limit and whether the item was split to avoid it.
2207,TXN-00146969,503592,2010-04-01 19:06:00,18006,United Kingdom,21692,SILVER LATTICE VANILLA CANDLE POT,48.0,3.390000104904175,162.72,0.732499,HIGH,SPLIT_AMOUNT,0.945,Obtain the approval matrix; confirm the authorisation limit and whether the item was split to avoid it.
2208,TXN-00527694,539275,2010-12-16 15:34:00,13408,United Kingdom,22423,REGENCY CAKESTAND 3 TIER,16.0,10.949999809265137,175.2,0.732469,HIGH,SPLIT_AMOUNT,0.94494,Obtain the approval matrix; confirm the authorisation limit and whether the item was split to avoid it.
2209,TXN-00175783,503967,2010-04-29 10:48:00,16365,United Kingdom,21380,WOODEN HAPPY BIRTHDAY GARLAND,1.0,59.11000061035156,59.11,0.732449,HIGH,SPLIT_AMOUNT,0.9449,Obtain the approval matrix; confirm the authorisation limit and whether the item was split to avoid it.
2210,TXN-00118075,500867,2010-03-10 13:01:00,14680,United Kingdom,21212,PACK OF 72 RETRO SPOT CAKE CASES,120.0,0.41999998688697815,50.4,0.732409,HIGH,SPLIT_AMOUNT,0.94482,Obtain the approval matrix; confirm the authorisation limit and whether the item was split to avoid it.
2211,TXN-00130159,501909,2010-03-22 08:41:00,14051,United Kingdom,48184,DOOR MAT ENGLISH ROSE,10.0,6.349999904632568,63.5,0.732259,HIGH,SPLIT_AMOUNT,0.94452,Obtain the approval matrix; confirm the authorisation limit and whether the item was split to avoid it.
2212,TXN-00303020,519488,2010-08-17 13:44:00,16019,United Kingdom,82482,WOODEN PICTURE FRAME WHITE FINISH,72.0,2.0999999046325684,151.2,0.732139,HIGH,SPLIT_AMOUNT,0.94428,Obtain the approval matrix; confirm the authorisation limit and whether the item was split to avoid it.
2213,TXN-00785392,562608,2011-08-08 11:45:00,15502,United Kingdom,23159,SET OF 5 PANCAKE DAY MAGNETS,36.0,2.0799999237060547,74.88,0.732129,HIGH,SPLIT_AMOUNT,0.94426,Obtain the approval matrix; confirm the authorisation limit and whether the item was split to avoid it.
2214,TXN-00904409,572348,2011-10-24 11:21:00,15482,United Kingdom,72802B,OCEAN SCENT CANDLE IN JEWELLED BOX,36.0,1.0,36.0,0.732109,HIGH,ROUND_NUMBER,0.94422,Inspect for evidence of manual entry; agree to third-party documentation.
2215,TXN-00034598,492392,2009-12-16 12:46:00,13426,United Kingdom,20978,36 PENCILS TUBE SKULLS,1.0,96.03,96.03,0.732029,HIGH,SPLIT_AMOUNT,0.94406,Obtain the approval matrix; confirm the authorisation limit and whether the item was split to avoid it.
2216,TXN-00889954,571281,2011-10-16 13:23:00,14088,United Kingdom,21710,FOLDING UMBRELLA PINKWHITE POLKADOT,8.0,4.25,34.0,0.731889,HIGH,ROUND_NUMBER,0.94378,Inspect for evidence of manual entry; agree to third-party documentation.
2217,TXN-00339004,522981,2010-09-19 14:03:00,18094,United Kingdom,84050,PINK HEART SHAPE EGG FRYING PAN,48.0,1.649999976158142,79.2,0.731859,HIGH,SPLIT_AMOUNT,0.94372,Obtain the approval matrix; confirm the authorisation limit and whether the item was split to avoid it.
2218,TXN-00141444,503064,2010-03-29 17:44:00,12748,United Kingdom,22587,FELTCRAFT HAIRBAND RED AND BLUE,1.0,0.8500000238418579,0.85,0.731799,HIGH,DUPLICATE_INVOICE,0.9436,Agree to supporting sales order and despatch note; confirm not a duplicate of a prior invoice.
2219,TXN-00538514,540176,2011-01-05 12:40:00,17511,United Kingdom,22302,COFFEE MUG PEARS  DESIGN,36.0,2.0999999046325684,75.6,0.731714,HIGH,SPLIT_AMOUNT,0.94343,Obtain the approval matrix; confirm the authorisation limit and whether the item was split to avoid it.
2220,TXN-00538515,540176,2011-01-05 12:40:00,17511,United Kingdom,22303,COFFEE MUG APPLES DESIGN,36.0,2.0999999046325684,75.6,0.731714,HIGH,SPLIT_AMOUNT,0.94343,Obtain the approval matrix; confirm the authorisation limit and whether the item was split to avoid it.
2221,TXN-00692916,554131,2011-05-23 09:43:00,13988,United Kingdom,22824,3 TIER SWEETHEART GARDEN SHELF,2.0,35.95000076293945,71.9,0.731689,HIGH,SPLIT_AMOUNT,0.94338,Obtain the approval matrix; confirm the authorisation limit and whether the item was split to avoid it.
