country,year_month,n,d1_1,d1_2,d1_3,d1_4,d1_5,d1_6,d1_7,d1_8,d1_9,mad,classification,obs12_10,obs12_11,obs12_12,obs12_13,obs12_14,obs12_15,obs12_16,obs12_17,obs12_18,obs12_19
Germany,2011-05,782,0.041522,0.091696,0.110727,0.074394,0.217993,0.124567,0.136678,0.034602,0.16782,0.088263,NONCONFORMING,0.089136,0.01532,0.050139,0.032033,0.034819,0.123955,0.082173,0.084958,0.023677,0.098886
Germany,2011-06,660,0.057743,0.060367,0.152231,0.070866,0.230971,0.102362,0.11811,0.028871,0.178478,0.090519,NONCONFORMING,0.094456,0.014374,0.022587,0.082136,0.014374,0.143737,0.057495,0.084189,0.016427,0.106776
Germany,2011-07,761,0.02907,0.081395,0.114341,0.085271,0.248062,0.098837,0.176357,0.017442,0.149225,0.093912,NONCONFORMING,0.125191,0.006107,0.044275,0.058015,0.030534,0.164885,0.064122,0.129771,0.00916,0.096183
Germany,2011-08,811,0.052158,0.073741,0.125899,0.088129,0.183453,0.106115,0.176259,0.021583,0.172662,0.086572,NONCONFORMING,0.099719,0.018258,0.044944,0.060393,0.033708,0.120787,0.039326,0.125,0.014045,0.103933
Germany,2011-09,781,0.032819,0.086873,0.140927,0.100386,0.15251,0.131274,0.15444,0.032819,0.167954,0.083503,NONCONFORMING,0.118619,0.009009,0.039039,0.063063,0.028529,0.091592,0.072072,0.117117,0.024024,0.082583
Germany,2011-10,1321,0.038947,0.070526,0.091579,0.103158,0.228421,0.108421,0.176842,0.028421,0.153684,0.094164,NONCONFORMING,0.094791,0.006832,0.043553,0.035013,0.025619,0.138343,0.065756,0.135781,0.020495,0.084543
Germany,2011-11,1101,0.039526,0.086957,0.086957,0.102767,0.197628,0.094862,0.172596,0.034256,0.184453,0.090115,NONCONFORMING,0.070119,0.009709,0.044229,0.036677,0.037756,0.122977,0.050701,0.130529,0.022654,0.098166
Germany,2011-12,323,0.033613,0.071429,0.088235,0.130252,0.226891,0.10084,0.159664,0.029412,0.159664,0.095672,NONCONFORMING,0.053191,0.007092,0.035461,0.021277,0.035461,0.148936,0.067376,0.131206,0.01773,0.085106
Greece,2009-12,41,0.0,0.0,0.041667,0.0,0.375,0.041667,0.375,0.0,0.166667,0.163053,NONCONFORMING,0.235294,0.0,0.0,0.029412,0.0,0.205882,0.0,0.264706,0.0,0.117647
Greece,2010-01,101,0.119403,0.059701,0.104478,0.044776,0.298507,0.059701,0.074627,0.014925,0.223881,0.092019,NONCONFORMING,0.144444,0.033333,0.033333,0.044444,0.022222,0.144444,0.044444,0.044444,0.0,0.066667
Greece,2010-03,23,0.105263,0.0,0.157895,0.157895,0.210526,0.0,0.263158,0.0,0.105263,0.10888,NONCONFORMING,0.045455,0.090909,0.0,0.090909,0.136364,0.045455,0.0,0.136364,0.0,0.0
Greece,2010-04,16,0.0,0.428571,0.0,0.0,0.214286,0.142857,0.214286,0.0,0.0,0.137731,NONCONFORMING,0.0,0.0,0.375,0.0,0.0,0.1875,0.125,0.1875,0.0,0.0
Greece,2010-05,53,0.173913,0.152174,0.195652,0.108696,0.173913,0.021739,0.043478,0.0,0.130435,0.058202,NONCONFORMING,0.037736,0.0,0.113208,0.09434,0.09434,0.132075,0.0,0.0,0.0,0.037736
Greece,2010-06,9,0.0,0.222222,0.0,0.111111,0.111111,0.111111,0.222222,0.111111,0.111111,0.09466,NONCONFORMING,0.0,0.0,0.222222,0.0,0.111111,0.0,0.111111,0.222222,0.111111,0.111111
Greece,2010-08,33,0.043478,0.086957,0.217391,0.043478,0.086957,0.0,0.304348,0.043478,0.173913,0.105498,NONCONFORMING,0.181818,0.0,0.060606,0.151515,0.030303,0.060606,0.0,0.121212,0.030303,0.090909
Greece,2010-09,9,0.375,0.0,0.5,0.0,0.0,0.0,0.125,0.0,0.0,0.114675,NONCONFORMING,0.0,0.0,0.0,0.444444,0.0,0.0,0.0,0.0,0.0,0.0
Greece,2010-10,191,0.014184,0.134752,0.042553,0.021277,0.340426,0.014184,0.283688,0.035461,0.113475,0.123257,NONCONFORMING,0.174157,0.005618,0.078652,0.022472,0.016854,0.247191,0.005618,0.224719,0.011236,0.073034
Greece,2010-11,38,0.04,0.0,0.12,0.12,0.48,0.0,0.0,0.04,0.2,0.128478,NONCONFORMING,0.034483,0.0,0.0,0.0,0.068966,0.275862,0.0,0.0,0.034483,0.137931
Greece,2011-01,33,0.185185,0.037037,0.296296,0.0,0.037037,0.0,0.37037,0.0,0.074074,0.113789,NONCONFORMING,0.090909,0.030303,0.030303,0.181818,0.0,0.0,0.0,0.060606,0.0,0.030303
Greece,2011-03,22,0.0,0.083333,0.0,0.333333,0.25,0.0,0.0,0.0,0.333333,0.154404,NONCONFORMING,0.117647,0.0,0.058824,0.0,0.117647,0.176471,0.0,0.0,0.0,0.235294
Greece,2011-04,31,0.0,0.111111,0.074074,0.111111,0.37037,0.0,0.296296,0.0,0.037037,0.120821,NONCONFORMING,0.1,0.0,0.1,0.033333,0.0,0.333333,0.0,0.266667,0.0,0.0
Greece,2011-07,27,0.153846,0.076923,0.0,0.153846,0.307692,0.0,0.076923,0.076923,0.153846,0.097386,NONCONFORMING,0.2,0.1,0.05,0.0,0.0,0.2,0.0,0.05,0.0,0.1
Greece,2011-12,36,0.0,0.1,0.033333,0.1,0.2,0.3,0.2,0.0,0.066667,0.115529,NONCONFORMING,0.0625,0.0,0.09375,0.03125,0.0625,0.1875,0.28125,0.1875,0.0,0.0
Hong Kong,2010-04,48,0.0,0.02381,0.119048,0.095238,0.261905,0.166667,0.02381,0.0,0.309524,0.12138,NONCONFORMING,0.06383,0.0,0.0,0.106383,0.021277,0.234043,0.06383,0.021277,0.0,0.212766
Hong Kong,2010-05,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.194458,NONCONFORMING,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hong Kong,2010-06,24,0.086957,0.086957,0.391304,0.043478,0.086957,0.0,0.0,0.0,0.304348,0.118385,NONCONFORMING,0.0,0.0,0.083333,0.208333,0.0,0.0,0.0,0.0,0.0,0.0
Hong Kong,2010-08,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.210855,NONCONFORMING,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Hong Kong,2011-01,55,0.02381,0.119048,0.142857,0.02381,0.261905,0.142857,0.047619,0.02381,0.214286,0.098907,NONCONFORMING,0.019231,0.0,0.038462,0.0,0.0,0.134615,0.057692,0.019231,0.0,0.038462
Hong Kong,2011-03,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.204626,NONCONFORMING,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hong Kong,2011-04,32,0.0,0.090909,0.090909,0.0,0.227273,0.272727,0.136364,0.045455,0.136364,0.116189,NONCONFORMING,0.0,0.0,0.0625,0.0,0.0,0.0625,0.125,0.03125,0.0,0.0
Hong Kong,2011-05,93,0.053333,0.093333,0.266667,0.026667,0.133333,0.053333,0.213333,0.013333,0.146667,0.100474,NONCONFORMING,0.046512,0.034884,0.069767,0.139535,0.011628,0.081395,0.046512,0.104651,0.011628,0.081395
Hong Kong,2011-06,16,0.25,0.083333,0.083333,0.083333,0.166667,0.0,0.083333,0.0,0.25,0.07046,NONCONFORMING,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0625,0.0,0.0
Hong Kong,2011-08,50,0.083333,0.111111,0.055556,0.083333,0.055556,0.166667,0.055556,0.0,0.388889,0.098411,NONCONFORMING,0.08,0.04,0.06,0.0,0.02,0.0,0.02,0.0,0.0,0.08
Hong Kong,2011-09,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.207345,NONCONFORMING,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hong Kong,2011-10,34,0.04,0.04,0.16,0.12,0.28,0.04,0.2,0.04,0.08,0.096716,NONCONFORMING,0.034483,0.034483,0.034483,0.034483,0.068966,0.172414,0.034483,0.172414,0.0,0.034483
Hong Kong,2011-11,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.183091,NONCONFORMING,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Iceland,2010-10,42,0.037037,0.111111,0.222222,0.0,0.148148,0.037037,0.37037,0.037037,0.037037,0.106362,NONCONFORMING,0.236842,0.026316,0.078947,0.131579,0.0,0.078947,0.0,0.236842,0.0,0.026316
Iceland,2010-12,31,0.0,0.166667,0.033333,0.033333,0.533333,0.0,0.133333,0.0,0.1,0.129719,NONCONFORMING,0.0,0.0,0.032258,0.0,0.032258,0.387097,0.0,0.096774,0.0,0.064516
Iceland,2011-01,29,0.0,0.173913,0.173913,0.0,0.304348,0.0,0.217391,0.043478,0.086957,0.105498,NONCONFORMING,0.038462,0.0,0.153846,0.153846,0.0,0.192308,0.0,0.192308,0.0,0.076923
Iceland,2011-04,24,0.055556,0.0,0.111111,0.055556,0.111111,0.0,0.444444,0.111111,0.111111,0.120821,NONCONFORMING,0.136364,0.045455,0.0,0.045455,0.0,0.090909,0.0,0.363636,0.045455,0.090909
Iceland,2011-06,19,0.0,0.0,0.230769,0.153846,0.153846,0.076923,0.076923,0.0,0.307692,0.117394,NONCONFORMING,0.157895,0.0,0.0,0.105263,0.0,0.105263,0.052632,0.052632,0.0,0.210526
Iceland,2011-08,22,0.0,0.055556,0.444444,0.055556,0.0,0.055556,0.333333,0.055556,0.0,0.133167,NONCONFORMING,0.047619,0.0,0.047619,0.333333,0.0,0.0,0.0,0.238095,0.0,0.0
Iceland,2011-10,50,0.027027,0.027027,0.243243,0.135135,0.27027,0.054054,0.054054,0.054054,0.135135,0.097755,NONCONFORMING,0.043478,0.021739,0.021739,0.108696,0.0,0.086957,0.0,0.021739,0.021739,0.086957
Iceland,2011-12,12,0.0,0.333333,0.333333,0.0,0.0,0.0,0.166667,0.0,0.166667,0.132271,NONCONFORMING,0.0,0.0,0.111111,0.111111,0.0,0.0,0.0,0.111111,0.0,0.0
Israel,2010-07,45,0.035714,0.071429,0.107143,0.035714,0.285714,0.071429,0.178571,0.071429,0.142857,0.099771,NONCONFORMING,0.119048,0.0,0.02381,0.047619,0.0,0.071429,0.0,0.071429,0.02381,0.047619
Israel,2010-11,32,0.074074,0.37037,0.037037,0.0,0.296296,0.074074,0.037037,0.037037,0.074074,0.099298,NONCONFORMING,0.0,0.0,0.3125,0.03125,0.0,0.125,0.0625,0.0,0.03125,0.03125
Israel,2011-01,14,0.090909,0.0,0.090909,0.0,0.272727,0.090909,0.272727,0.0,0.181818,0.12629,NONCONFORMING,0.0,0.0,0.0,0.071429,0.0,0.214286,0.0,0.071429,0.0,0.0
Israel,2011-02,19,0.285714,0.071429,0.142857,0.214286,0.071429,0.071429,0.071429,0.0,0.071429,0.039752,NONCONFORMING,0.0,0.125,0.0625,0.0,0.0,0.0,0.0,0.0625,0.0,0.0625
Israel,2011-04,6,0.0,0.0,0.0,0.0,0.333333,0.333333,0.166667,0.0,0.166667,0.166694,NONCONFORMING,0.0,0.0,0.0,0.0,0.0,0.166667,0.333333,0.166667,0.0,0.166667
Israel,2011-07,28,0.105263,0.0,0.157895,0.052632,0.105263,0.0,0.157895,0.105263,0.315789,0.107352,NONCONFORMING,0.0,0.038462,0.0,0.0,0.0,0.038462,0.0,0.076923,0.076923,0.076923
Israel,2011-08,172,0.067308,0.067308,0.201923,0.067308,0.211538,0.057692,0.125,0.019231,0.182692,0.091841,NONCONFORMING,0.122581,0.0,0.032258,0.083871,0.012903,0.096774,0.025806,0.077419,0.012903,0.03871
Israel,2011-09,29,0.076923,0.153846,0.0,0.230769,0.076923,0.076923,0.0,0.076923,0.307692,0.095898,NONCONFORMING,0.0,0.066667,0.133333,0.0,0.066667,0.0,0.066667,0.0,0.066667,0.066667
Israel,2011-10,31,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.200687,NONCONFORMING,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Italy,2009-12,19,0.071429,0.142857,0.071429,0.142857,0.142857,0.071429,0.0,0.0,0.357143,0.094553,NONCONFORMING,0.0,0.0,0.117647,0.058824,0.117647,0.117647,0.058824,0.0,0.0,0.058824
Italy,2010-01,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.212054,NONCONFORMING,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Italy,2010-03,46,0.0,0.090909,0.090909,0.0,0.5,0.090909,0.227273,0.0,0.0,0.136458,NONCONFORMING,0.324324,0.0,0.054054,0.054054,0.0,0.216216,0.054054,0.135135,0.0,0.0
Italy,2010-04,65,0.085106,0.06383,0.06383,0.06383,0.234043,0.106383,0.06383,0.0,0.319149,0.105228,NONCONFORMING,0.114754,0.016393,0.032787,0.016393,0.04918,0.163934,0.081967,0.04918,0.0,0.131148
Italy,2010-05,161,0.12069,0.155172,0.137931,0.103448,0.258621,0.017241,0.12069,0.017241,0.068966,0.063306,NONCONFORMING,0.057971,0.028986,0.086957,0.101449,0.057971,0.173913,0.0,0.101449,0.0,0.043478
Italy,2010-06,16,0.076923,0.153846,0.076923,0.0,0.153846,0.153846,0.153846,0.0,0.230769,0.098318,NONCONFORMING,0.133333,0.066667,0.133333,0.0,0.0,0.066667,0.133333,0.133333,0.0,0.2
Italy,2010-09,49,0.192308,0.115385,0.038462,0.076923,0.115385,0.0,0.192308,0.0,0.269231,0.087554,NONCONFORMING,0.183673,0.020408,0.0,0.0,0.040816,0.040816,0.0,0.102041,0.0,0.061224
Italy,2010-10,247,0.035354,0.075758,0.106061,0.040404,0.277778,0.055556,0.257576,0.010101,0.141414,0.109742,NONCONFORMING,0.105932,0.025424,0.042373,0.063559,0.021186,0.152542,0.04661,0.186441,0.0,0.09322
Italy,2010-11,95,0.108108,0.121622,0.027027,0.067568,0.283784,0.013514,0.216216,0.040541,0.121622,0.097487,NONCONFORMING,0.095745,0.021277,0.085106,0.0,0.010638,0.085106,0.010638,0.170213,0.010638,0.074468
Italy,2010-12,40,0.054054,0.054054,0.162162,0.027027,0.243243,0.027027,0.405405,0.0,0.027027,0.121933,NONCONFORMING,0.026316,0.052632,0.026316,0.105263,0.026316,0.131579,0.0,0.394737,0.0,0.026316
Italy,2011-01,109,0.050633,0.088608,0.126582,0.101266,0.316456,0.050633,0.151899,0.0,0.113924,0.090077,NONCONFORMING,0.132075,0.009434,0.066038,0.009434,0.056604,0.169811,0.018868,0.113208,0.0,0.04717
Italy,2011-02,13,0.230769,0.0,0.0,0.0,0.384615,0.0,0.0,0.076923,0.307692,0.131809,NONCONFORMING,0.0,0.0,0.0,0.0,0.0,0.307692,0.0,0.0,0.0,0.307692
Italy,2011-03,84,0.059701,0.014925,0.074627,0.014925,0.298507,0.119403,0.089552,0.104478,0.223881,0.118842,NONCONFORMING,0.041096,0.0,0.0,0.0,0.0,0.136986,0.109589,0.082192,0.082192,0.109589
Italy,2011-04,22,0.3125,0.0,0.1875,0.125,0.0625,0.0,0.1875,0.0,0.125,0.069083,NONCONFORMING,0.0,0.0,0.0,0.0,0.045455,0.0,0.0,0.090909,0.0,0.090909
Italy,2011-05,23,0.277778,0.111111,0.055556,0.0,0.111111,0.111111,0.277778,0.055556,0.0,0.066729,NONCONFORMING,0.0,0.0,0.086957,0.0,0.0,0.043478,0.0,0.217391,0.043478,0.0
Italy,2011-06,10,0.0,0.111111,0.111111,0.0,0.444444,0.111111,0.222222,0.0,0.0,0.12748,NONCONFORMING,0.0,0.0,0.0,0.0,0.0,0.444444,0.111111,0.222222,0.0,0.0
Italy,2011-07,6,0.0,0.0,0.166667,0.333333,0.0,0.0,0.333333,0.0,0.166667,0.149867,NONCONFORMING,0.0,0.0,0.0,0.0,0.166667,0.0,0.0,0.333333,0.0,0.166667
Italy,2011-08,96,0.042857,0.1,0.085714,0.114286,0.285714,0.1,0.128571,0.0,0.142857,0.094365,NONCONFORMING,0.136364,0.011364,0.079545,0.022727,0.068182,0.193182,0.034091,0.102273,0.0,0.079545
Italy,2011-09,15,0.0,0.133333,0.0,0.133333,0.133333,0.333333,0.2,0.0,0.066667,0.115529,NONCONFORMING,0.0,0.0,0.066667,0.0,0.066667,0.066667,0.333333,0.2,0.0,0.066667
Italy,2011-10,164,0.059259,0.140741,0.103704,0.074074,0.214815,0.051852,0.177778,0.014815,0.162963,0.082806,NONCONFORMING,0.096774,0.0,0.090323,0.025806,0.051613,0.122581,0.045161,0.154839,0.006452,0.083871
Italy,2011-11,178,0.02069,0.089655,0.096552,0.075862,0.227586,0.068966,0.186207,0.013793,0.22069,0.100794,NONCONFORMING,0.053571,0.005952,0.059524,0.02381,0.041667,0.107143,0.053571,0.14881,0.005952,0.130952
Italy,2011-12,9,0.0,0.0,0.222222,0.111111,0.0,0.333333,0.333333,0.0,0.0,0.145158,NONCONFORMING,0.0,0.0,0.0,0.0,0.0,0.0,0.333333,0.333333,0.0,0.0
Japan,2010-01,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.111111,NONCONFORMING,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Japan,2010-02,29,0.0,0.0,0.75,0.0,0.0,0.0,0.125,0.125,0.0,0.170204,NONCONFORMING,0.090909,0.0,0.0,0.545455,0.0,0.0,0.0,0.0,0.0,0.0
Japan,2010-03,4,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.194458,NONCONFORMING,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
Japan,2010-06,38,0.083333,0.25,0.0,0.041667,0.375,0.083333,0.083333,0.0,0.083333,0.099785,NONCONFORMING,0.189189,0.027027,0.162162,0.0,0.027027,0.243243,0.054054,0.054054,0.0,0.054054
Japan,2010-07,32,0.0,0.0,0.105263,0.0,0.105263,0.0,0.0,0.0,0.789474,0.171066,NONCONFORMING,0.0,0.0,0.0,0.086957,0.0,0.0,0.0,0.0,0.0,0.0
Japan,2010-09,16,0.090909,0.363636,0.181818,0.181818,0.181818,0.0,0.0,0.0,0.0,0.095993,NONCONFORMING,0.3125,0.0,0.125,0.125,0.125,0.125,0.0,0.0,0.0,0.0
Japan,2010-10,23,0.0,0.125,0.125,0.0,0.0,0.0,0.0,0.25,0.5,0.145145,NONCONFORMING,0.25,0.0,0.0,0.083333,0.0,0.0,0.0,0.0,0.083333,0.0
Japan,2010-11,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.200687,NONCONFORMING,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Japan,2010-12,65,0.102564,0.179487,0.051282,0.153846,0.205128,0.0,0.102564,0.025641,0.179487,0.081018,NONCONFORMING,0.133333,0.016667,0.083333,0.0,0.016667,0.033333,0.0,0.0,0.0,0.0
Japan,2011-02,70,0.117647,0.264706,0.147059,0.058824,0.176471,0.0,0.088235,0.058824,0.088235,0.064093,NONCONFORMING,0.183673,0.020408,0.122449,0.061224,0.040816,0.061224,0.0,0.0,0.040816,0.020408
Japan,2011-03,9,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.204626,NONCONFORMING,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Japan,2011-04,47,0.151515,0.30303,0.060606,0.030303,0.151515,0.030303,0.181818,0.030303,0.060606,0.0751,NONCONFORMING,0.12766,0.021277,0.06383,0.0,0.021277,0.06383,0.0,0.085106,0.021277,0.0
Japan,2011-05,13,0.166667,0.5,0.0,0.0,0.0,0.0,0.083333,0.0,0.25,0.122999,NONCONFORMING,0.076923,0.0,0.153846,0.0,0.0,0.0,0.0,0.076923,0.0,0.0
Japan,2011-06,6,0.4,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.2,0.106027,NONCONFORMING,0.0,0.0,0.0,0.0,0.0,0.166667,0.0,0.0,0.0,0.0
Japan,2011-07,40,0.066667,0.2,0.066667,0.033333,0.1,0.066667,0.133333,0.233333,0.1,0.079221,NONCONFORMING,0.05,0.025,0.1,0.05,0.025,0.025,0.025,0.0,0.125,0.0
Japan,2011-09,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.155327,NONCONFORMING,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Japan,2011-10,16,0.083333,0.0,0.25,0.0,0.166667,0.0,0.333333,0.0,0.166667,0.135288,NONCONFORMING,0.2,0.0,0.0,0.2,0.0,0.133333,0.0,0.266667,0.0,0.133333
Japan,2011-11,35,0.076923,0.076923,0.038462,0.038462,0.115385,0.192308,0.038462,0.192308,0.230769,0.108385,NONCONFORMING,0.085714,0.0,0.057143,0.028571,0.0,0.057143,0.028571,0.0,0.142857,0.057143
Korea,2010-09,10,0.0,0.0,0.0,0.0,0.222222,0.0,0.444444,0.222222,0.111111,0.170204,NONCONFORMING,0.1,0.0,0.0,0.0,0.0,0.2,0.0,0.4,0.2,0.1
Korea,2010-11,44,0.066667,0.2,0.066667,0.033333,0.1,0.2,0.266667,0.0,0.066667,0.090526,NONCONFORMING,0.139535,0.0,0.023256,0.023256,0.023256,0.069767,0.116279,0.186047,0.0,0.023256
Lebanon,2010-09,12,0.0,0.0,0.0,0.3,0.1,0.2,0.1,0.0,0.3,0.145158,NONCONFORMING,0.166667,0.0,0.0,0.0,0.25,0.083333,0.166667,0.083333,0.0,0.166667
Lebanon,2011-01,46,0.146341,0.073171,0.02439,0.02439,0.292683,0.02439,0.170732,0.0,0.243902,0.11653,NONCONFORMING,0.065217,0.0,0.043478,0.021739,0.0,0.152174,0.021739,0.130435,0.0,0.021739
Lithuania,2010-07,79,0.054545,0.127273,0.145455,0.036364,0.327273,0.036364,0.090909,0.018182,0.163636,0.093201,NONCONFORMING,0.179487,0.0,0.064103,0.089744,0.0,0.102564,0.0,0.051282,0.012821,0.076923
Lithuania,2010-11,43,0.027778,0.027778,0.25,0.111111,0.166667,0.111111,0.027778,0.027778,0.25,0.10559,NONCONFORMING,0.046512,0.0,0.023256,0.046512,0.0,0.0,0.046512,0.023256,0.0,0.069767
Lithuania,2010-12,36,0.133333,0.033333,0.066667,0.0,0.3,0.033333,0.0,0.033333,0.4,0.127792,NONCONFORMING,0.0,0.0,0.027778,0.027778,0.0,0.055556,0.0,0.0,0.0,0.166667
Malta,2010-02,48,0.090909,0.121212,0.272727,0.0,0.272727,0.0,0.212121,0.0,0.030303,0.110103,NONCONFORMING,0.054054,0.0,0.054054,0.243243,0.0,0.216216,0.0,0.162162,0.0,0.027027
Malta,2010-08,128,0.034483,0.114943,0.045977,0.103448,0.298851,0.011494,0.229885,0.011494,0.149425,0.111504,NONCONFORMING,0.172727,0.027273,0.072727,0.027273,0.063636,0.2,0.009091,0.181818,0.009091,0.109091
Malta,2011-06,45,0.028571,0.057143,0.057143,0.028571,0.285714,0.057143,0.285714,0.0,0.2,0.130777,NONCONFORMING,0.0,0.027027,0.054054,0.027027,0.027027,0.243243,0.027027,0.27027,0.0,0.189189
Malta,2011-08,57,0.042553,0.021277,0.042553,0.12766,0.170213,0.106383,0.276596,0.0,0.212766,0.121518,NONCONFORMING,0.09434,0.018868,0.018868,0.0,0.09434,0.132075,0.075472,0.245283,0.0,0.113208
Malta,2011-11,13,0.0,0.166667,0.0,0.0,0.25,0.0,0.083333,0.083333,0.416667,0.133167,NONCONFORMING,0.0,0.0,0.153846,0.0,0.0,0.0,0.0,0.076923,0.076923,0.307692
Netherlands,2009-12,146,0.091954,0.114943,0.08046,0.091954,0.183908,0.126437,0.172414,0.045977,0.091954,0.072186,NONCONFORMING,0.054545,0.009091,0.027273,0.027273,0.009091,0.109091,0.018182,0.081818,0.018182,0.045455
Netherlands,2010-01,152,0.152381,0.180952,0.095238,0.114286,0.142857,0.095238,0.057143,0.07619,0.085714,0.039822,NONCONFORMING,0.114865,0.006757,0.040541,0.02027,0.02027,0.040541,0.027027,0.02027,0.047297,0.013514
Netherlands,2010-02,97,0.095238,0.15873,0.095238,0.126984,0.190476,0.031746,0.126984,0.095238,0.079365,0.064012,NONCONFORMING,0.039474,0.0,0.065789,0.026316,0.078947,0.092105,0.0,0.026316,0.039474,0.013158
Netherlands,2010-03,188,0.141791,0.156716,0.149254,0.089552,0.156716,0.126866,0.037313,0.104478,0.037313,0.047799,NONCONFORMING,0.122995,0.02139,0.053476,0.069519,0.037433,0.064171,0.048128,0.010695,0.016043,0.016043
Netherlands,2010-04,182,0.034783,0.104348,0.173913,0.078261,0.269565,0.043478,0.113043,0.017391,0.165217,0.091971,NONCONFORMING,0.123457,0.018519,0.024691,0.092593,0.037037,0.17284,0.012346,0.074074,0.006173,0.067901
Netherlands,2010-05,291,0.093023,0.190698,0.130233,0.088372,0.15814,0.07907,0.093023,0.051163,0.116279,0.048121,NONCONFORMING,0.080586,0.010989,0.058608,0.065934,0.03663,0.10989,0.032967,0.065934,0.0,0.021978
Netherlands,2010-06,215,0.081301,0.195122,0.121951,0.089431,0.154472,0.162602,0.073171,0.04878,0.073171,0.051682,NONCONFORMING,0.071429,0.0,0.089286,0.041667,0.041667,0.065476,0.095238,0.029762,0.005952,0.029762
Netherlands,2010-07,177,0.094595,0.054054,0.135135,0.054054,0.216216,0.054054,0.108108,0.067568,0.216216,0.085382,NONCONFORMING,0.205128,0.025641,0.025641,0.051282,0.008547,0.059829,0.034188,0.059829,0.017094,0.034188
Netherlands,2010-08,271,0.12426,0.094675,0.183432,0.088757,0.183432,0.071006,0.094675,0.053254,0.106509,0.059186,NONCONFORMING,0.210526,0.016194,0.036437,0.064777,0.032389,0.064777,0.02834,0.040486,0.012146,0.036437
Netherlands,2010-09,398,0.113139,0.109489,0.153285,0.109489,0.215328,0.094891,0.091241,0.051095,0.062044,0.056567,NONCONFORMING,0.120112,0.00838,0.03352,0.055866,0.047486,0.103352,0.058659,0.055866,0.01676,0.022346
Netherlands,2010-10,166,0.106061,0.121212,0.151515,0.022727,0.265152,0.113636,0.083333,0.060606,0.075758,0.072007,NONCONFORMING,0.128049,0.018293,0.036585,0.085366,0.018293,0.146341,0.060976,0.030488,0.02439,0.036585
Netherlands,2010-11,461,0.102273,0.140152,0.170455,0.060606,0.189394,0.060606,0.159091,0.041667,0.075758,0.06374,NONCONFORMING,0.109827,0.020231,0.060694,0.069364,0.017341,0.086705,0.023121,0.075145,0.020231,0.028902
Netherlands,2010-12,75,0.117647,0.156863,0.019608,0.176471,0.235294,0.078431,0.039216,0.137255,0.039216,0.074058,NONCONFORMING,0.033333,0.0,0.116667,0.016667,0.05,0.083333,0.066667,0.016667,0.016667,0.0
Netherlands,2011-01,232,0.16092,0.132184,0.143678,0.097701,0.201149,0.08046,0.063218,0.04023,0.08046,0.04332,NONCONFORMING,0.079295,0.008811,0.044053,0.088106,0.017621,0.061674,0.035242,0.022026,0.008811,0.004405
Netherlands,2011-02,189,0.111111,0.1875,0.097222,0.0625,0.166667,0.118056,0.048611,0.048611,0.159722,0.05866,NONCONFORMING,0.112299,0.010695,0.085561,0.048128,0.026738,0.032086,0.048128,0.016043,0.02139,0.005348
Netherlands,2011-03,193,0.066667,0.173333,0.173333,0.073333,0.173333,0.133333,0.086667,0.04,0.08,0.060411,NONCONFORMING,0.131579,0.021053,0.073684,0.094737,0.047368,0.073684,0.057895,0.031579,0.026316,0.0
Netherlands,2011-04,24,0.0,0.3125,0.125,0.125,0.0625,0.3125,0.0,0.0,0.0625,0.094857,NONCONFORMING,0.217391,0.0,0.130435,0.043478,0.043478,0.043478,0.217391,0.0,0.0,0.0
